clean_text,label,Unnamed: 2
[轉錄] 陳瓊華  - 前高雄市府秘書長※ 來源為/推特，則文章標題須為來源名稱。(:人名、粉絲團名… ) ※1.轉錄網址︰://./62.轉錄來源︰陳瓊華  - 前高雄市府秘書長3.轉錄內容︰漫天編劇，沒有事實的指控，是  #編劇霸凌、#鍵盤霸凌。#戴志揚，講清楚，一、 你寫得陳菊如此賞識謝宜容，就請提供一丁點文件、照片證明這2人如此緊密相關？二、 1位基層社工與局長之間，相隔 #多少位同仁、#多少層主管，請問她是如何接觸的到當時社會局長陳菊？三、 「公關高手頗受陳菊賞識」，是什麼人、事、物證讓你文思泉湧，寫下這麼有畫面的句子？四、 「接任時任勞委會主委，從北市社會局帶著一票人前往，謝宜容就是其中之一」，陳菊接任勞委會前，還在高雄服務近2年，你怎麼就漏掉這2年、 #編出這麼一長串充滿時間感的句子？ #哪一張公文和人事派令證明有「一票人」？謝女竟然還是「 #一票人之一」？五、如果沒有一丁點、一絲一毫證據，爲什麼可以 #用編劇手法寫新聞？#陳菊不認識#不認識的人竟然被寫成劇情編出畫面://../99.://../8.4.附註、心得、想法︰今天中時編了多少新聞？首先說謝辭職出國但中央社問到本人說她沒有要辭職所以中時的獨家哪來的？再來謝娘家是雲林什麼望族的？無辜牽扯到謝宜哲謝家不曉得中時有沒有份？再來是這個，雖然時間已經是好幾小時前的發文但看起來沒有媒體理會這篇文章那就是讓什麼民進黨內鬥謠言繼續發酵（翻白眼--,2,
: [討論] 還有綠粉覺得勞動部霸凌現實沒燒起來嗎燒起來的原因是調查報告這段話：＝＝＝關係人乙對同仁工作上之要求，目的良善，乃為有效推行業務以及提升同仁之工作能力。惟其執行之方式過度嚴厲，口吻及聲量亦過重，忽略人文關懷，造成團體氛圍凝重，形成反效果，關係人陳述其將自我反省改進。＝＝＝發生這種事情還得出一個「目的良善」的結論整個炸鍋了，太有官官相護大事化小小事化無的。整個朝野都炸鍋了，其實這四個字不必要加進去畫蛇添足。※ 引述《0909 ()》之銘言：: 這幾天綠粉分成兩派: 一個跟藍白還有綠委聯手一起痛幹謝宜容: 另一群一直主張一條人命而已 都網軍在吵: 現在謝宜容找律師發文了: 字裡行間完全沒有覺得自己有犯錯: 原本以為明天12強開打討論度會降低: 這樣一發聲明又累積了一大波討論度: 到現在還有綠粉覺得這件事只有在吵嗎: -----:      --,0,
[黑特] 謝既然在台，應要出來面對://../?=_3錄音內容充斥著歧視意味還有臉要求員工在假日還要讀訊息幹勒，我爽讀就讀，不爽讀就不讀這種惡質署長到現在還不出來面對大家她後面到底是哪位垃圾民進党在撐？可惡至極出來面對拉，謝宜容--,2,
[討論] 賴清德是不是跛腳了?分署長有很大嗎怎麼可以直接對抗總統的旨意?還是背後的實力已經可以對抗民進黨中央?這是超越新潮流的實力了吧???--,2,
[討論] 台灣女人能頂半邊天，真硬氣謝署長的剛硬不彎讓我想起了去年的區老師，一樣是碰到極大的去文言文輿論壓力不彎腰，硬到最後哥布林網軍少見的吃癟就在區老師那裏，那位老師一看打扮沒什麽女人味，一看就是身家清白也沒什麽情趣的孤傲中級知識分子，沒有什麽短板可以抓人家硬氣到現在還經常出來嗆聲，成爲去中化浪潮中的不可搬動的頑石現在這位署長就很有意思了，看來是另類小公主，一輩子沒吃過虧，自寵自嬌，不打算改變自己的認知我看倒不像是政治派系負隅頑抗企圖逆轉風向，純粹是個人性格問題，要硬到底了--蒼山有井獨自空，星落天川映遙瞳；小溪流泉添花彩，松江孤島一夜楓--,0,
[討論] 沒人好奇勞動部什麼工作要人這樣血汗?到今天一堆人在討論該逝去的員工早5晚8的工作型態凌晨還有接主管訊息沒人好奇勞動部到底什麼工作可以搞得一個員工這樣血汗？政府部門還有這種血汗工作的嗎？換成其他人也會受不了--,0,
[討論] 十幾年前有媲美分署長的嗎？我看到一堆鄉民紛紛留言說「我十幾年來沒看過......」貌似是在表示分署長是這一整段時間以來最方面最強大的公務員。可是十幾年前有能比肩分署長的公務員嗎？各位前輩不妨說一說那十幾年前的故事中。--,0,
[黑特] 勞動部的官還不是都陳菊提拔的？監察院長自已不也要負最大的責任嗎？追溯到源頭，勞動部有多位女性主管不也都是在她任內提拔的，從此開展了一路順遂的升遷之路。假使這些女性主管情緒控管不佳，則提攜者不也要負最大的責任嗎？這也包括目前這位只有大學學歷的部長，看她的臉，也是屬於那種兇人不手軟，難道這板護航的人會覺得這位是慈眉善目型的？也因為是某派系人馬，所以前幾任部長都投鼠而忌器，也都不敢動不是嗎？於是就讓一位情緒控管不佳的人一路在體制內升遷，通暢無阻。這事件處理的最大敗筆，就是之前有位男性次長和女性部長本不需要負責，卻要替部屬背黑鍋，這還真是笑談，以往只知道下屬要背黑鍋，這次竟然反過來是長官要來背鍋。--,2,
[討論] 霸凌案搞成這樣 賴皮德還是禪讓給阿北吧這兩天霸凌案持續延燒 重創賴皮德的聲望賴皮德看到未來三年都會很難過 很想家真的覺得 賴皮德死賴在那個位置上 做不出政績不如挑個良臣吉日 把位置直接禪讓給阿北算了讓阿北上台來好好坐事讓賴香伶來管台灣地區主管勞務機關部門吧--,2,
[黑特] 幹嘛自己騙自己，台灣才沒有癆權://../83.連癆權最高機構都以血汗度日啦公務員苦？一般勞工更苦的比比皆是鬼島台基基為什麼會成功？勞工心甘情願爆肝呀萬一真的爆肝，你情我願合意倖交每周工時最低薪資加工時數假日雙倍勞健保，所得提退低薪高報高資低報還是不報只是時候未爆責任制兼職制外包制連學校上課的老師都分很多級專任代理代課兼職等等等等台灣癆權跟屎一樣，不想上班可以滾霉體：台灣大缺工屎代，民眾怕辛苦--,0,
[討論] 臺灣勞工會信綠共會保護勞工？從勞基法就看到出來綠共心黑綠共只會用花言巧語詐騙台灣勞工然後實質是凌遲台灣勞工砍七天國定假颱風假不上班就不用給薪不工作就去繳國保，不繳就罰款還有什麼讓台灣勞工被綠共迫害的政策大家來說說--,2,
: [討論] 勞動部自殺事件，有幾個人會被法辦我昨天就問有幾個人會被法辦？昨天推文還一堆人說不會法辦，實在太沒敏感度了！昨天我說這事行政院長、總統、檢調一定要介入，不然大事不妙，以後別選了，還很多人嘲笑，果然今天都出來道歉，要檢調調查了。如果接下來沒好好弄，說真的，柯文哲還沒倒，民進黨先倒。今天果然開始討論非自殺死亡事件，現場竟然沒有警報介入，任由消防局救護車載走，到醫院後院方也沒有通報警察，非自然死亡的死亡證明書醫院不能開結果也亂開。導致就拖到告別式才爆開，這已經確定有一集體犯罪，檢調沒調查沒法辦說不過去，現在只差倒底法辦幾個人而已。--,0,
"[舊聞] 柯文哲當市長8年…113位官員調職請辭！1.網址︰※ 請附上有效原文連結或短網址 ※://./632.來源︰民視新聞台3.完整轉錄標題柯文哲當市長8年…113位官員調職請辭！議員疑：搬開絆腳石？4.完整轉錄內容︰※ 請完整轉載原文 請勿修改內文與刪減 ※前台北市長柯文哲被翻出，8年任期，有113位正副首長調職或請辭，像是前都發局長林洲民和前副市長林欽榮都是其中之一，兩人因為大巨蛋案和柯市府鬧翻而請辭，因為他們任內雙雙反對增加京華城容積率，綠營議員質疑，柯文哲把""絆腳石""和""煞車皮""搬開後，讓黃景茂和彭振聲上台，為京華城容積率開綠燈通關。捲入京華城案，台北市前都發局長黃景茂，走出北檢，由證人轉被告，他和已被聲押的副市長彭振聲，讓京華城通關。看看他們的前一任包含林洲民、和林欽榮，任內都反對增加京華城容積率，只是兩人因為大巨蛋案和市府鬧翻，在柯文哲第二任，一個說被逼退，一個則是黯然請辭，雙雙離開柯市府後，京華城容積率就一路開綠燈。民進黨台北市議員洪健益說：「其實在（柯文哲）第一屆2017年的時候，他們就已經跟京華城陸續接觸了，只是因為林洲民跟林欽榮，一個是煞車皮一位是絆腳石，兩個打死都不願意，預計說連任完了，第一時間把兩個人停職，然後讓彭振聲跟黃景茂來接，順利可以推動第一大巨蛋，第二重點還是京華城。」議員質疑，柯文哲選擇和財團靠攏，把「絆腳石」和「煞車皮」一一搬開，早在之前就有人數過，柯文哲8年任內，就有113位正副首長調職或請辭，尤其在第二任任期快結束時，北市府還鬧空城，一度找不到人接替首長職位。民進黨台北市議員陳怡君說：「從過去幾任的局長到官員，只要是跟柯文哲有意見不符合的，不是離職不然就是下台，他（柯文哲）說要尊重專業，然而我們看到的，卻不是尊重專業的前台北市長。」任內人才相繼離去，過去喊出的尊重專業，如今看來格外諷刺，是什麼原因，讓官員們寧可歸去來兮，不願折腰，柯文哲心裡有數。5.附註、心得、想法︰※ 40字心得、備註 ※好了啦4%白圾社底濺畜夠了啦雖然謝宜容珍的該死 我想不分政黨都是同意的勞動署是一個共犯結構組織 我想也沒話說但是他媽的不用拉柯文哲來救援啦 笑死喔""管好你的狗"" <=柯神棍罵過那個勞母賴香伶的話牠是好到那去啦※ 「」、「新聞」、「轉錄」、「舊聞」及 轉錄他方內容之文章    每日發文數總上限為3篇，自刪與板主刪除，同樣計入額度 ※--://./77到底要多低能白癡 才會相信投給柯神棍就會有房/有女友/有錢啊???--",3,
[黑特] 刑事上要證明死跟謝宜容有關很難吧？謝宜容道歉了但她說身故事件與本人領導無關應該是一種刑事上刑責的撇清那麼刑事上要證明下屬的死跟謝宜容有關應該很難吧？目前的證據只有錄音檔而已但錄音檔也只能證明她為人如何如何而已並沒辦法跟死做直接的連結皮一點完全不認帳的話刑事上會什麼事都沒有嗎？--,0,
[討論] 長官要下車，部屬把車門焊死打不開。明眼人都知道，今天卓榮泰出來道歉後，賴皮德也出面來道歉，擺明了就是要在勞發署霸凌事件，趕快止血下車，然後讓謝遺容記兩大過免職，沒想到謝遺容直接把車門焊死。講白了就是你們要道歉是你家的事情，反正我沒有錯，不要網路輿論公審我。可憐喔，綠共吃屎-----      -528.--,2,
[討論] 讓我們回來討論柯文哲，求求你們....勞動部已經在查了，已經有懲處了可以到此為止了嗎??不覺得柯文哲的事情比較重要嗎? 京華城現在如何了?我來政黑是來看大家檢討柯文哲的不是來看你們檢討執政黨的讓我們回來討論柯文哲好嗎? 求求你們....嗚嗚....討論柯文哲...--,3,
[黑特] 謝女士還敢出門嗎現在全民激憤，謝女士出門真的要小心起碼有幾萬人想揍她我看完今天全部新聞還有剛剛謝女士的白目宣戰聲明氣到全身在抖了真的，有沒有人來辦個遊行啊趕快把這個混蛋嚴辦到底啊有氣發不出來，受不了了--,0,
[黑特] 謝宜容是全台最大尾?阿伯抓去吃雞鴨飯了台鹽綠能 陳啟昱逃亡了就謝宜容和藍綠白全槓上總統、閣揆、部長出來道歉被當作只是個屁還找律師發了一篇又臭又長措辭強硬的聲明之前那個出國散心的謠言大概沒了準備和媒體、鄉民槓到底了台灣歷史上有看過比這位更大尾的嗎?--,0,
[討論] 怎麼避免謝宜容不變成范佐憲第二？洪仲丘事件士官長范佐憲被媒體獵巫說他是地下旅長還說他放高利貸、盜賣軍火致富......結果檢察官的起訴書裡他只是個名下只有一台重機的窮光蛋！現在媒體開始挖糞謝宜容會不會最後的調查結果讓大家翻車？--,0,
[討論] 財政部抽獎內定安全下莊前陣子大家都對財政部抽獎內定感到憤怒財政部也是一副，我就是沒錯的樣子，坦住炮火現在終於有新議題了，財政部是不是笑著安全下莊？--,0,
: [黑特] 我建議，死刑犯全派到勞動部當員工我是強烈建議啦把更牲人(尤其殺過人的前科犯)，全部丟丟給勞動部當員工贊這樣子就可以知道一個人性格，是不是「欺善怕惡」型我估計勞動部官員，絕對不敢對更牲人大小聲甚至職場霸凌！畢竟當官的都怕屎！不像拎北敢跟殺過人的當場幹架！※ 引述《 ()》之銘言：: 這有一個麻煩: 因為那些人權團體會馬上出來嘴: 怎麼可以把死刑犯交給這種人管理？: 這台灣最有人權的大概就是死刑犯了: 勞工自殺: 勞權人權團體一句都沒在吭: 也不用擔心去抓綠鬣蜥死刑犯會落跑: 因為被判死刑不會死: 如果落跑，被警察流彈打到，: 還比較可能會死，科科科: ※ 引述《 ()》之銘言：: : ://../900.: : 在此，我要感謝我的國小數學老師: : 教會我加減乘除: : 知道在勞動部上班死亡率遠大於被判死: : 建議以後死刑犯強制到勞動部服勤: : 在偉大英明的分署長領導下壽終正寢: : 如果可以分到業務: : 去獵捕正紅的綠鬣蜥，那就更圓滿了: : 科科科科--,2,
[討論] 謝女士的心理素質怎麼樣部長，院長，總統全都道歉了沒想到，你各位，竟然敢網路公審我律師就要把大家吉起來了嚇死寶寶怎麼有人的心理素質這麼強大抗壓性這麼強人都死了也跟她無關？錄音檔和員工的指證歷歷她還是覺得人死跟她無關真的屌！嘴巴不閉起來，真的全身癢這張惡口的嘴天網恢恢，總會有正義的--,0,
[討論] 謝會被聲押嗎？總統道歉行政院長道歉勞動部長道歉可能還要下台謝繼續奮戰到底完全不給總統和行政院長面子總統和行政院長完全被看沒有謝會被聲押嗎？檢察官會發動搜索嗎？--,0,
[討論] 若無辜，為何勞動部記2大過免職？快速看過謝女律師12大聲明其中強調輕生原因與謝女無關那麼問題來了為何部長一開始說謝女立意良善？然後短時間內又將謝女記2大過免職請問勞動部，是依據什麼事實原因要把人記到2大過免職？立意良善的人必須記過免職？勞動部長處事如此顛三倒四，不該檢討嗎？整個部門亂七八糟請直接對謝女和公眾說清楚如果像謝女聲明所說沒有霸凌情事那有必要給予到最重免職之處分嗎？-----      3370.--,0,
[討論] 陳菊和許銘春不用出來道歉嗎？今天民進黨立委陳瑩質詢時就直接問勞發署署長了說這個人不可能是你自己讓他任職你權力沒那麼大謝遺容一定是有人推薦簡任，然後署長你是依照行政程序簽核的核准的才對。那個人是誰你不說沒關係。反正大家心裡有底大概知道是誰。看來看去，不是睡菊就是許銘春，不然還有誰?-----      -528.--,2,
[黑特] 謝宜容會吉關鍵時刻嗎？乳題看了謝宜容委任律師發的12點聲明內容根本就是衝著昨晚關鍵時刻的內容而來什麼通靈啊不蓋白布之類的那麼既然覺得自己是對的更應該要提吉捍衛清白吧謝宜容會順便吉關鍵時刻嗎？我想看大場面啊寶傑--,0,
[討論] 我們26很可憐 希望中華民國跟美國救我們我們26沒有人權 沒有自由 沒有民主 沒有信仰的自由很可憐 希望中華民國跟美國救我們信神還會被迫害 救救我們--,0,
[討論] 今天政黑機器人怎麼變圖書館了？？奇怪了 那幾個常見的帳號怎麼都不吭聲今天民進黨發生這樣的事情 怎麼不護航了？還是謝小姐又是民眾黨 柯文哲的人了？讓我們繼續檢討柯文哲？？？社會輿論嚴重到連三民自都不得不報 笑死政黑 就這樣失守了….數發部的拿那麼多預算… 什麼事都做不好..-----     ----,2,
[黑特] 沒人在意財劃法了？之前有人說財劃法中央的錢會被地方搶走很多？好像很快出審查會？怎麼這幾天都沒有在討論財劃法萬一不小心通過了？分署長沒有錢買一些禮品怎麼辦…？？-----     --,0,
[討論] 為什麼分署長不至少撐到明天？謝分署長不鳴則已，一鳴驚人今晚兩則聲明，左打行政院長、右踹賴總統這表現也算前無古人了不過她為何不撐到明天棒球比賽開始之後再出來道歉就好了？今早勞動部長的如意算盤也是覺得週五道歉剛好當國人都被12強複賽轉移焦點根本沒人鳥你怎麼道歉了結果部長下午自己凍未條破防然後整個劇情急轉直下是說有沒有這麼抓馬？--,0,
[討論] 靠北家屬看過遺書該不會真跟霸凌無關吧如題靠腰謝女律師說關係人於不幸身故現場確實留有遺書二件，正本由現場處理員警以證物性質保存，並當日轉交承辦負責相驗檢察官，嗣再提供家屬檢視並交還。啊家屬看過遺書如果是霸凌就拿出來指證即可難道真的不是霸凌？一翻兩瞪眼家屬趕快拿出來讓謝女一刀斃命快點還是說忌憚謝女背後勢力那不要怕給週刊也行很多週刊會幫你會拿出遺書不然怎知到底是不是霸凌致死--,0,
[討論] 為何政黑跟臉書、脆綠粉不同調？至少昨天下午，我臉書追蹤的台派粉專就已經跟上開罵，還有粉專就直接講明分署長背後有人罩。到了昨天晚上，青鳥女神之一的馬記者在脆上重炮批評勞動部，到此時黨應該已經全面定調謝女可割可棄，勞動部儘管罵沒關係不要罵背後的大菊為重就好。可是政黑這邊，一直到今天早上還好幾篇嗆說現實沒人在意、都是藍白在洗，還有像軍武板常客懷疑是要藉此推翻政府（笑死）為甚麼政黑這邊的青鳥跟臉書、脆上的青鳥不同調啊，是沒收到指令更新還是混政黑的青鳥都老人所以對輿情反應不過來？有無八卦？----      -528--://../8.--,2,
[討論] 請問草會罵爆 霸凌璩的草嗎??霸凌非常不應該 也應該被譴責        看到今天好多草群起激憤痛罵霸凌者   讚        想當初 璩出來說他被阿北性騷        甚至那個許甚麼的還拿她內心最痛的事來說嘴(這跟性騷事件無關吧)        網路也一堆草出征霸凌璩.......        今天這些群起激憤痛罵霸凌者的草 會出來痛罵那些        霸凌璩的草嗎??        好想看草罵草  或是自己罵自己也很好  哈哈.......--,3,
"[討論] 勞動部上吊案接下來要告人了吧?勞動部上吊案一開始跟你們說立意良善你們不閉嘴,說了把謝嫌罵到自殺你們?你們也不閉嘴,現在人家律師聲明出來了接下來要告人了吧※ 每日發文數上限為5篇，自刪與板主刪除，同樣計入額度 ※※ 發文 內文請滿40字 ※------以上看完可使用 + 刪除--------",0,
"[討論] 蠢草這麼正義,為何要霸凌被性騷的璩??小弟我有一個疑問........        蠢草今天洗了這麼多霸凌的文..        似乎非常正義.......        那為什麼璩被阿北性騷 卻要出征霸凌 性騷被害人呢??        還有那個許甚麼的的 還把璩內心最痛的事拿出來講        這個跟性騷案毫無關聯.....卻大辣辣拿出來調侃   這霸凌了吧        到底是為什麼 我都錯亂了.......--",3,
[黑特] 謝宜容們打謝宜容打得開心嗎？謝宜容職場霸凌手下手下承受不了壓力選擇自我了斷謝宜容們做著跟謝宜容一樣的事情然後罵謝宜容做出這種事我們與惡的距離實境秀演出中劇情會怎麼發展呢？嘻嘻--,0,
[討論] 謝宜容跟陳之漢的差異沒有督進去就不算性侵我被控80只是因為被網民公審謝宜容跟陳之漢，哪一個比較凹政黑眾怎麼分析--,0,
[討論] 民進黨還有誰沒出來道歉？勞動部次長：一個離職，一個記者會道歉勞動部部長：先是淚灑記者會道歉，今天表明辭職行政院長卓榮泰：鞠躬道歉總統賴清德：臉書道歉民進黨還有人可以道歉嗎？這位分署長剛發了嗆聲聲明...標題寫公開道歉但我看了三遍看不出哪裡道歉啦。://../.甚至這個分署長還委託了律師事務所發聲明，要求媒體跟網路言論適可而止。(下一步應該就是要開告了吧)(上次看到一個事務官找律師事務所是什麼時候？)很明顯沒有要吞下去的樣子。包括勞動部開考績會給她兩大過免職，高機率如板友說的，行政訴訟打到底。: : 看謝小姐的戰鬥力，應該會走救濟程序: : 靠北 這穩提救濟了 越想越精彩: 0920: 人家要請律師處理囉民進黨還有人可以繼續道歉嗎？蔡英文還是陳菊？今天第五篇，沒額度了。--,2,
[黑特] 清德跟阿卓只好猜拳看誰要跪著去洗門風惹現在的情況，對塔綠班而言已經是慘絕人寰了。宜容太后只要繼續不認為自己對不起亡者，或是勞動部長沒有壓著這個太后的頭帶出來給大家道歉，你清德宗跟阿卓仔真的只能猜拳看誰要去給喪家下跪洗門風了。要不然，妳各位塔綠班原本剩下來的40趴，真的會因為這位大分署長繼續往下掉喔--,2,
[討論] 謝宜容是吃了柯口水嗎？硬拗到底ㄟ都是別人的錯現在是要焊死車門嗎？沒有和柯一起搭檔參選總統實在太可惜----      13--,3,
[討論] 台灣公務員效率是四倍於中共兩倍於美國按照公務人員的比例也就是對人民的供養比我記得有立委或新聞表示台灣是六十比一美國約二十中共是十幾比一印象中是這樣所以工作量是數倍效率數倍這也表示問題很明顯吧你們還沒發現問題嗎--,0,
[討論] 公務員被免職是不是拿不到退休金了？今天看到有公務員被免職的新聞，看樣子被免職好像是不能申請退休，但看不太懂。公務人員退休資遣撫卹法第25條： 公務人員有前條第一項第二款至第七款情形而逾屆退日者，應於原因消滅後六個月內，以書面檢同相關證明文件，送原服務機關申請屆齡退休。第一項人員有下列情形之一者，仍不得辦理退休：一、依法被撤職、免職或免除職務。二、六個月應辦理期限屆滿時，仍有第七十五條所定喪失辦理退休權利之法定事由者求懂的人解說，感謝～--,0,
[討論] 沒做錯為什麼要道歉今天適用嗎？嗨嗨之前本版很夯的沒做錯為什麼要道歉我今天看到一堆道歉還有人辭職正義青鳥都沒人沒飛出來應該沒人做錯吧？為什麼要道歉阿？這今天適用嗎？？--,2,
[討論] 2024政壇金句我很負責的說我不知道房子在我名下 監督力道更强我被控80，只是因為被網民公審曾幾何時他們站在同一個制高點然後這三句好像是差不多意思484這樣子--,0,
[討論] 通靈人我也想知道前勞動部分署長謝姓台女官員她說的哪間公司有通靈人！！？？我願付一半的月薪給他至少我能知道主管、長官在想三小迷阿！就可以少背些鍋，不會那麼快黑掉！！來民進黨支持者屎忠仔爆一下八卦好嘛哪間公司有通靈人！！   !!!※ 每日發文數上限為5篇，自刪與板主刪除，同樣計入額度 ※※ 發文 內文請滿40字 ※------以上看完可使用 + 刪除--------,2,
[討論] 為何財政布沒事 勞動布就有事？財政布創造出一個比宇宙大爆炸還低機率的抽獎講一堆蠢話就沒事為何勞動布比照辦理就有事 81個人都能調職離職就1個自殺而已擺明不公平阿 莫名其妙 不用看背景嗎 是造反了嗎？ 大菊為重不懂？※ 每日發文數上限為5篇，自刪與板主刪除，同樣計入額度 ※※ 發文 內文請滿40字 ※------以上看完可使用 + 刪除--------,2,
[討論] 其實部長很希望署長回國面對吧目前整天一直尬部長結果部長今天被質詢到了從原本交由考績評議，變成部長直說「停職」我就問一句幹！都死人了，兇手還在國外逍遙啦操--,0,
[討論] 謝宜蓉其實是台灣主管很普遍的嘴臉吧如題啦蟹遺容這爛人就是霸凌者無誤，放在政府機關就是毒瘤但是傳產業界的辦公室，好像老闆都特別喜歡用這種人當主管或審核流程的高級專員耶有時候看主管或是高專的人品就覺得很奇怪脾氣不知道在臭什麼整天大聲、態度惡劣的找辦公室現場人員麻煩有時候連總經理特助都敢找碴有這種人當重要職位，辦公室整個像戰場一樣烏煙瘴氣，每天都聽得到吵架聲年輕人不敢跟這種人反擊但是一些老主管、資深財會可不吃這一套當場跟這種人對幹起來齊國的是這種人好像經常也不是老爸的親戚之類的，就是個脾氣臭的主管台灣老闆到底是多變態才喜歡用這種人當主管或高級專員審核文件？把辦公室搞到氣氛像戰場，反而生產線氣氛還比較好一樣是爽在哪？一團和氣的辦公室不好嗎？各位怎麼看--,0,
[討論] 分署長的梯次，綠營一堆都要退三步吧~魯題~天大地大，遺容大！！次長.部長.院長.總統都出來說話了只有謝分署長，仍不面對鏡頭~~然後其身份除了雲林望族之後夫家背景雄厚，與綠色關係更是良好~光1個分署長卻能讓次長.部長都自願離職閃人這水深不知幾丈然後有媒體報說分署長很早就與大菊有互動了當時的大菊還在扁政府底下當官咱分署長在台北就很懂巴結上層了小花媽許銘春陳菊左右手勞動部長任內讓分署長官運亨通現在事情都燒到這地步謝女士也被免職想必週五就是不會出來面對了！！！更奇怪的事情鬼島噬血的媒體反常自律完全沒詳細揭露其完整家底.......小小分署長，「事務官」背景卻還比太子燦硬似的阿扁時就跟國母陳菊有交情這種硬實力梯次綠營有多少人能跟其比拼啊？？--,2,
[討論] 霸凌者的刑事責任昨天問了很多次， 像這次這種惡質霸凌者， 在被害人自殺後是否有任何法律給他制裁， 目前好像就是沒有相關的法律。 他現在在這邊皮不就是因為他法律上站得住腳， 你今天奈何不了他嗎。 反正工作他不幹了他最大， 至於害死人這件事他也不認， 有沒有人有什麼好一點的解方？ 還是這局已經死局了？ --,0,
: [黑特] 謝宜容不認錯 賴總統和卓揆翻車了※ 引述《 (言論愚蠢得恰到好處)》之銘言：: 幹 這個道歉聲明超不要臉的: 反正就是不認自己霸凌導致下屬輕生: 聲明一出: 勞動部翻車了: 卓揆翻車了: 賴總統翻車了: 完全不給三軍統帥和行政最高首長面子: 妳狠我早說過賴清德就是本質就是外強中乾謝看賴沒有賴呼籲只能被謝用屎抹臉賴清德之前在台南要全部人起立給大家看屁股毛那是沒人看破他慢慢他就被看破手腳就是一個小孬孬謝只要繼續硬起來 賴清德不敢再說一句話看看他重點栽培的對象 王義川 卓冠廷 吳錚 外加一個體制外的李正皓廢物軍團笑死--://../7.--,2,
: [黑特] 謝宜容不認錯 賴總統和卓揆翻車了※ 引述《 (言論愚蠢得恰到好處)》之銘言: 幹 這個道歉聲明超不要臉的: 反正就是不認自己霸凌導致下屬輕生: 聲明一出: 勞動部翻車了: 卓揆翻車了: 賴總統翻車了: 完全不給三軍統帥和行政最高首長面子: 妳狠人家背後是肥菊啊賴皮是誰？有比肥菊重要嗎？卓揆是誰？喬柯的橡皮圖章而已。勞動部是誰？有比高雄金主重要嗎？看懂背後運作就會產生一連串問題為何拖了三天才開始有反應？為何當時遲遲不願切割？為何現在被聲明打臉？慢慢摸索整個背後人脈就知道這個政府墮落的很可怕。----      -27--,2,
[討論] 中國國企全聚德開始倒閉中國國企百年名店全聚德烤鴨現在在中國的多家分店倒閉要不是有中國政府大力注資全聚德這種又貴又難吃的盤子店十年前就該全面倒閉了但即使有國資挹注現在也開始崩壞能把烤熟的百年金鴨子搞到飛走共產黨的治國能力真是一級棒所以別再說什麼一夜回到解放前了解放前的全聚德可是活得好好的 哈哈哈哈-----     --,0,
[討論] 大法官要飛出來了嗎 只剩大法官還沒出動這火再燒下去民進黨可能要使出最後的大絕招就是要讓大法官飛出來了如果再討論謝宜容就是違憲?--,0,
[討論] 賴是不是史上最無能總統沒有之一？我們先不談賴當總統之前的各項政策數位身分證啊 什麼的賠了多少錢 都先不談今天在一個民主國家發生這樣的憾事勞動部 是專門用來保護勞工權益的公部門我就問 到底是要多委屈 才會有這樣的結局？今天把台灣遮起來 我還以為這裡是菲律賓呢然後貴為總統的賴清德 賴導連一個小小的分署長 都管不了！這次為什麼賴不維持民進黨傳統 硬拗呢？？繼續指鹿為馬不好嗎？反正側翼名嘴都可以拿公文出來嘴砲黃國昌了幹髒活 幹髒事 有名嘴側翼大軍 怕什麼？？真的搞不懂 如果是蔡英文就神隱了賴是不是真的很沒種？-----     ----,2,
[討論] 看來難得有一個人會讓藍綠白合作了就在剛剛出現了一個人讓大家願意放下成見一起撻伐這個人真是世所罕見聞所未聞你的上司你上司的上司你上司的上司的上司全部出來道歉就你！！！真的太猛了本來以為事件要平息了這傢伙又出來提油救火了--,0,
[討論] 屍僵不算死亡，大陸算不算活摘？://...//2692585轉貼八卦版的轉貼新聞其中說到屍僵尚不算死亡按照這個定義是不是可以輕易推導出大陸活摘器官如果是這樣活摘器官是不是就是綠共黑中國的莫名其妙言論？所以，綠共真是個噁心的群體！※ 每日發文數上限為5篇，自刪與板主刪除，同樣計入額度 ※※ 發文 內文請滿40字 ※------以上看完可使用 + 刪除--------,2,
: [討論] 如果沒有錄音檔 民進黨會怎麼護航就算啦有錄音檔也一樣啦主管會講說你錄到的就一定是事實嗎！就算一刀未剪版的錄音檔放給高階長官聽，絕對照樣有長官敢這樣子講！某上市公司觀音廠所見事實還是廠長親口說出來的幹話還好拎北當下有錄音※ 引述《 (紫色的初夏)》之銘言：: 如果沒有錄音檔 民進黨會怎麼護航: 應該會讓分署長躲起來: 再派高官出來假哭道歉: 然後說: 是因為過勞壓力太大: 不堪負荷才自殺: 然後再說: 分署長是要求完美督導嚴格: 不是霸凌: 是目的良善: 如果沒有錄音檔 民進黨一定是這樣護航對吧？！: 正常人：欸不是: 我們這裡的世界線有錄音檔，民進黨還是這樣搞耶……: ※ 每日發文數上限為5篇，自刪與板主刪除，同樣計入額度 ※: ※ 發文 內文請滿40字 ※: ------以上看完可使用 + 刪除--------,2,
[討論] 神是不是被衝康神 五一勞動節講過：尊嚴勞動 友善環境現在自家立委出來爆料之前就聽過遺容鬼故事出事之前沒有人出來撻伐現在演到總統都出來了民進黨一直以來強調：勞工是黨心中最軟的一塊被目的良善 遺容阿姨捅了一大洞總統痛定思痛 深切檢討所以現在黨的下一步該怎麼走？--,2,
